"keyword1","keyword2","keyword3","keyword4","keyword5","keyword6","keyword7","keyword8","keyword9","keyword10","tmdbId","image_url","name","year","janre1","janre2","janre3","janre4","janre5"
vampire,vampire hunter (slayer),secret government organization,miniseries,,,,,,,232,https://image.tmdb.org/t/p/original/hq6e06SoqeTrPP0V6ninVORroaO.jpg,Ultraviolet,"1998-09-15",드라마,Sci-Fi & Fantasy,,,
competition,superhero,,,,,,,,,233,https://image.tmdb.org/t/p/original/k8cxAWV1qzYHkinT3NTssrNVtyT.jpg,Who Wants to Be a Superhero?,"2006-07-27",Reality,,,,
england,politics,miniseries,british politics,headmaster,local politics,,,,,235,https://image.tmdb.org/t/p/original/fBlFKneBgEGAH1yeV0x3Nxll1AZ.jpg,G.B.H.,"1991-06-06",드라마,,,,
superhero,based on comic,super power,,,,,,,,236,https://image.tmdb.org/t/p/original/fi1GEdCbyWRDHpyJcB25YYK7fh4.jpg,The Flash,"1990-09-20",Action & Adventure,범죄,드라마,Sci-Fi & Fantasy,
martial arts,magic,superhero,villainess,tournament,based on video game,super villain,,,,237,https://image.tmdb.org/t/p/original/tHICkzrorbw0EgTxreIyUfc1pca.jpg,Mortal Kombat: Conquest,"1998-10-03",Sci-Fi & Fantasy,Action & Adventure,,,
,,,,,,,,,,238,https://image.tmdb.org/t/p/original/tFXaUrl2TMyucSGGlG8vTmgQHhL.jpg,Star Cops,"1987-07-06",미스터리,,,,
skepticism,,,,,,,,,,243,https://image.tmdb.org/t/p/original/b2jEQ2XhsUnCLSyGu6QT4bTtRCO.jpg,Penn & Teller: Bullshit!,"2003-01-24",코미디,다큐멘터리,,,
sitcom,workplace comedy,,,,,,,,,245,https://image.tmdb.org/t/p/original/uPtzc6MbPxeFdIO55Kd6QiiEIdH.jpg,The Brittas Empire,"1991-01-03",코미디,,,,
high school,twin sister,malibu,teen angst,female protagonist,"los angeles, california",twins,divorced parents,sitcom,,248,https://image.tmdb.org/t/p/original/iNkK6WIixZlJNlMu912ngUOYTmF.jpg,So Little Time,"2001-06-02",코미디,가족,,,
satire,family relationships,growing up,breaking the fourth wall,teen comedy,sitcom,,,,,249,https://image.tmdb.org/t/p/original/je2AYWYYfUjrcchUnuRxhEuJjKo.jpg,Clarissa Explains It All,"1991-03-23",코미디,,,,
racism,retro,"brooklyn, new york city",african american child,sitcom,"1980s",family of color,"2000s",african american,chris rock,252,https://image.tmdb.org/t/p/original/3FjakKDEuaO8FpR1qJctV6njqYy.jpg,Everybody Hates Chris,"2005-09-22",코미디,가족,Kids,,
space travel,exploration,alien,space,romulans,space opera,distant  planet,"23rd century",,,253,https://image.tmdb.org/t/p/originalnull,스타 트렉,"1966-09-08",Sci-Fi & Fantasy,드라마,,,
california,rock band,teen comedy,sitcom,teen social issues,,,,,,257,https://image.tmdb.org/t/p/original/m2pFSd4HkkTOwVoBj6ticBCwOLJ.jpg,California Dreams,"1992-09-12",코미디,,,,
guest,satire,family,,,,,,,,259,https://image.tmdb.org/t/p/original/he32P09m0EOa1vYaHYvpSRCqLkZ.jpg,The Kumars at No. 42,"2001-11-12",코미디,,,,
,,,,,,,,,,260,https://image.tmdb.org/t/p/original/pV4ZG6lVjtx73y7dTLNiN5lT0Xi.jpg,Sinchronicity,"2006-07-16",드라마,,,,
aspiring singer,,,,,,,,,,261,https://image.tmdb.org/t/p/original/mO1YTW1I02yq43plXtAsALaZ7Xn.jpg,The Ashlee Simpson Show,"2004-06-16",Reality,,,,
skimo,fito & tavo,,,,,,,,,263,https://image.tmdb.org/t/p/original/stn6fOTe6f9ppw75HDcpGIJFyKu.jpg,Skimo,"2006-05-15",코미디,가족,드라마,,
hospital,reenactment,emergency room,,,,,,,,268,https://image.tmdb.org/t/p/original/l5hg2Qe15DuAdF2Apey8NKTDpNw.jpg,Untold Stories of the ER,"2004-04-26",Action & Adventure,드라마,,,
high school,sibling relationship,basketball,teenage romance,teen drama,,,,,,269,https://image.tmdb.org/t/p/originalnull,원 트리 힐,"2003-09-23",드라마,,,,
book store,lgbt,sitcom,,,,,,,,271,https://image.tmdb.org/t/p/original/f9yc6wZLRQ3GSaN3IP7ailn8J4r.jpg,Ellen,"1994-03-29",코미디,,,,
magic,black magic,,,,,,,,,274,https://image.tmdb.org/t/p/original/wNHNymsfV2GM2qHBkVvKZfMtiWU.jpg,Majika,"2006-03-20",Sci-Fi & Fantasy,드라마,,,
,,,,,,,,,,275,https://image.tmdb.org/t/p/original/p9y8qiSKzTRRU7nheFvtTzl2pCy.jpg,Harry's Mad,"1993-01-04",드라마,코미디,,,
love triangle,romance,rich man poor woman,,,,,,,,277,https://image.tmdb.org/t/p/original/z4hlkSKIEOf0i9i2iXhoBfUpaUZ.jpg,Pangako Sa ’Yo,"2000-11-13",드라마,,,,
,,,,,,,,,,278,https://image.tmdb.org/t/p/original/sdQo5ytP06WW5No3b33PTVS1yHC.jpg,Nightline,"1980-03-24",News,다큐멘터리,,,
,,,,,,,,,,282,https://image.tmdb.org/t/p/original/d5QZqkMHlwaUFGNZkHaZiSZXeOd.jpg,Ocean Girl,"1994-08-29",드라마,Action & Adventure,Sci-Fi & Fantasy,,
career woman,magazine,hollywood,tabloid,,,,,,,284,https://image.tmdb.org/t/p/original/JZs8u8XfZJDjv72LUidoXdb9qz.jpg,Dirt,"2007-01-02",드라마,,,,
retirement,elderly,sitcom,shenanigans,bad food,,,,,,285,https://image.tmdb.org/t/p/original/qYJyAbUI2fUyKNOMcIRaFAUgoeg.jpg,Waiting for God,"1990-06-28",코미디,,,,
,,,,,,,,,,286,https://image.tmdb.org/t/p/original/r0NFauKaMcCdcXmfKxIcoWgxQLl.jpg,Q.E.D.,"1982-03-23",미스터리,코미디,Action & Adventure,,
anthology,murder,,,,,,,,,287,https://image.tmdb.org/t/p/original/5jtM3EIETfDTcdmQoctO24vvrVK.jpg,Murder in Mind,"2001-04-22",드라마,,,,
variety show,,,,,,,,,,290,https://image.tmdb.org/t/p/original/3pHSprTU1ccTbgwrw0R1jRa0YHg.jpg,The Midnight Special,"1972-08-19",음악,,,,
lottery,hoax,sudden wealth,,,,,,,,293,https://image.tmdb.org/t/p/originalnull,$25 Million Dollar Hoax,"2004-11-08",Reality,,,,
sitcom,,,,,,,,,,295,https://image.tmdb.org/t/p/original/s0RRAXn3YWAvvZ6TY5GLiK0iR8f.jpg,Sean's Show,"1992-04-15",코미디,,,,
,,,,,,,,,,296,https://image.tmdb.org/t/p/original/oi1UofkTZkT4MF2kE0IZAr9zsiY.jpg,Animal Precinct,"2001-06-26",다큐멘터리,,,,
,,,,,,,,,,300,https://image.tmdb.org/t/p/originalnull,Terminal City,"2005-10-17",드라마,,,,
,,,,,,,,,,301,https://image.tmdb.org/t/p/original/jo4GGkoqqphE4rqpbNpnTTIUeRU.jpg,Access Hollywood,"1996-09-09",News,,,,
sports,locker room,professional sports,sports entertainment,college sports,sports show,college athlete,collegiate sports,sports talk,sports analysis,302,https://image.tmdb.org/t/p/original/6DPIT0Qpm5AHCmxCj4loMQP1ZuX.jpg,Jim Rome Is Burning,"2003-05-06",Talk,,,,
scotland,"glasgow, scotland",,,,,,,,,303,https://image.tmdb.org/t/p/original/5Av4uCXORm6kUUS8znL92rrtKHF.jpg,River City,"2002-09-24",Soap,드라마,,,
servant,professor,intellectual,satire,philosopher,sitcom,political humor,,,,304,https://image.tmdb.org/t/p/original/gNQCpOo8PeyNpGaVBM5HCq0N2mL.jpg,Believe Nothing,"2002-07-14",코미디,,,,
,,,,,,,,,,305,https://image.tmdb.org/t/p/original/itJsQgclAMKmnXTSiYLWZQWX0z0.jpg,Adventures in Rainbow Country,"1970-09-20",드라마,,,,
high school,magic,angel,miracle,heaven,guardian angel,sitcom,dead friend,,,307,https://image.tmdb.org/t/p/original/ykV75Jv6vsM7SGwmuP7QUGG8ox5.jpg,Teen Angel,"1997-09-26",Sci-Fi & Fantasy,코미디,,,
,,,,,,,,,,308,https://image.tmdb.org/t/p/original/4r7kWVdm7DyGJJTs1v3aDSdwX7v.jpg,Morangos com Açúcar,"2003-08-30",드라마,코미디,Soap,,
starship,space travel,alien,prequel,warp engine,space,alien planet,space opera,space exploration,"22nd century",314,https://image.tmdb.org/t/p/original/n1Jjc0gkxHpXYXppSCtJWx6mHA9.jpg,스타 트렉: 엔터프라이즈,"2001-09-26",Sci-Fi & Fantasy,Action & Adventure,드라마,,
paranormal investigation,ufo conspiracy,,,,,,,,,315,https://image.tmdb.org/t/p/original/lKOXbvD37BWHefevSwZLyuTl6YL.jpg,Sightings,"1992-04-17",다큐멘터리,,,,
mad scientist,dysfunctional family,based on video game,,,,,,,,316,https://image.tmdb.org/t/p/original/8GMqddbgAVH129mkuevOaZLPLCI.jpg,Maniac Mansion,"1990-09-17",코미디,,,,
small town,blackmail,supernatural,black magic,family relationships,serial killer,gothic,rapist,evil,ghost,318,https://image.tmdb.org/t/p/original/qajOMTtQ958JEpmokPXTruwA9qp.jpg,American Gothic,"1995-09-22",Sci-Fi & Fantasy,드라마,,,
talk show,,,,,,,,,,319,https://image.tmdb.org/t/p/original/6w7n6O6UNZKvL1liVFKYmTXFdNH.jpg,The Tony Danza Show,"2004-09-13",Talk,,,,
stunt,fear,,,,,,,,,320,https://image.tmdb.org/t/p/original/A9FxroNWtOxiApMPxOHbZUWJoaB.jpg,Fear Factor,"2001-06-11",Reality,,,,
anthology,,,,,,,,,,322,https://image.tmdb.org/t/p/original/lA4zvjHMICXl5XDpShfemcNSDNv.jpg,Perversions of Science,"1997-06-07",Sci-Fi & Fantasy,,,,
thief,sitcom,,,,,,,,,323,https://image.tmdb.org/t/p/original/dHC6RqL1BtZ2O0ChbfwrfxmGnp2.jpg,The Knights of Prosperity,"2007-01-03",코미디,,,,
spacecraft,cat,hologram,space travel,alien,distant future,sitcom,alone in space,smeg,,326,https://image.tmdb.org/t/p/original/dAaVWMhCCrSuimSETs9Z5ZTZQ3v.jpg,Red Dwarf,"1988-02-15",코미디,Sci-Fi & Fantasy,,,
,,,,,,,,,,328,https://image.tmdb.org/t/p/original/w1RO5RIAPl94r6Mf4vZWF4q6gV2.jpg,Media Watch,"1989-05-08",News,다큐멘터리,,,
big family,farm life,dwarfism,,,,,,,,330,https://image.tmdb.org/t/p/original/WE35ee67i9pzb0yqVIGxz0nSrp.jpg,"Little People, Big World","2006-03-04",Reality,,,,
competition,model,modeling,,,,,,,,331,https://image.tmdb.org/t/p/original/47EIfjYrT80AOfpAIkvSxdpwGOv.jpg,America's Next Top Model,"2003-05-20",Reality,,,,
,,,,,,,,,,332,https://image.tmdb.org/t/p/original/9LFNewnTzahEuZ4YKxEZoMmDeqO.jpg,Los simuladores,"2002-03-21",Action & Adventure,코미디,,,
medicine,food,doctor,chef,physician,joseon dynasty,korean cuisine,,,,333,https://image.tmdb.org/t/p/original/rQbcx9cotedaXTXQFOHc375BRFs.jpg,대장금,"2003-09-15",드라마,,,,
new york city,party planner,,,,,,,,,336,https://image.tmdb.org/t/p/original/bjSG4Q6QL4g0gumPIijEdDqEO73.jpg,The Geena Davis Show,"2000-10-10",코미디,,,,
flashback,"los angeles, california",bank robbery,hostage situation,,,,,,,337,https://image.tmdb.org/t/p/original/5FWsBK96U8VUywOun1N34cCU7Nj.jpg,The Nine,"2006-10-04",드라마,범죄,,,
big family,death of father,family drama,,,,,,,,341,https://image.tmdb.org/t/p/original/d5eJF2tve9qBxxAYle1Q8S1HrUU.jpg,브라더스 앤 시스터스,"2006-09-24",드라마,,,,
high school,new jersey,teacher,high school teacher,schoolteacher,sitcom,,,,,342,https://image.tmdb.org/t/p/original/aS2WcoxM6V73woaeesHfNNNt1sd.jpg,Teachers,"2006-03-28",코미디,,,,
debt,double identity,antihero,,,,,,,,344,https://image.tmdb.org/t/p/original/d0EgbwSiLZz8u9HVEi1Hy6hfKQ6.jpg,Honeys,"2021-07-04",드라마,,,,
england,british army,special forces,military,,,,,,,347,https://image.tmdb.org/t/p/original/616qGkxSeZBAX5t1fIO7h6WY2Ec.jpg,Ultimate Force,"2002-09-16",Action & Adventure,드라마,,,
,,,,,,,,,,348,https://image.tmdb.org/t/p/originalnull,SMTV Live,"1998-08-29",코미디,,,,
new jersey,supernatural,anti-christ,church,dark heroine,amnesiac,good versus evil,,,,349,https://image.tmdb.org/t/p/original/hwVJnaxrC6GPLISLrcLEICurKH9.jpg,Point Pleasant,"2005-01-19",미스터리,범죄,미스터리,,
hidden camera,,,,,,,,,,351,https://image.tmdb.org/t/p/original/kSdvAst4xBCf0GICYwOSjTFnE2G.jpg,리얼 공포체험,"2003-04-04",코미디,,,,
writer,editor,sitcom,,,,,,,,353,https://image.tmdb.org/t/p/original/q0rSKw6xm7MAsZjiJ5MzFCMll7N.jpg,Stark Raving Mad,"1999-09-23",코미디,,,,
superhero,goofball,sitcom,comedy of errors,,,,,,,354,https://image.tmdb.org/t/p/original/ultFCYTFjTudEsCrGLFr4Sugdbf.jpg,My Hero,"2000-02-04",코미디,Sci-Fi & Fantasy,,,
competition,bachelor,romance,love,dating,searching for love,dating show,single man,reality competition,,355,https://image.tmdb.org/t/p/original/e7idkMCrPrMqBmEVlqzWOexaTf0.jpg,The Bachelor,"2002-03-25",Reality,드라마,,,
husband wife relationship,based on novel or book,pregnancy,expectant father,expectant mother,sitcom,,,,,356,https://image.tmdb.org/t/p/original/5rDSxJfRRKBc3mR5dPUYBxQnZ2a.jpg,Notes from the Underbelly,"2007-04-12",코미디,,,,
,,,,,,,,,,363,https://image.tmdb.org/t/p/original/jsUpyxfYgatd4UKZKfS6WZlkEhI.jpg,Legends of the Hidden Temple,"1993-09-11",Reality,,,,
small town,"kansas, usa",survival,conspiracy,family drama,post nuclear,no electricity,jericho,rural,post-apocalyptic,365,https://image.tmdb.org/t/p/original/a57H9UsS388Av2LSLKO9inNmY7j.jpg,제리코,"2006-09-20",Action & Adventure,드라마,미스터리,,
klovn,,,,,,,,,,367,https://image.tmdb.org/t/p/original/qxlUSrL5TJvOQPumadLU4Ptx0jH.jpg,Klovn,"2005-02-07",코미디,,,,
,,,,,,,,,,369,https://image.tmdb.org/t/p/original/tQAw8TkUvCxAZztRNBYmg9U4lCu.jpg,Masked Rider,"1995-09-17",Action & Adventure,Kids,Sci-Fi & Fantasy,,
canada,alberta canada,sitcom,tv host,,,,,,,372,https://image.tmdb.org/t/p/originalnull,An American in Canada,"2003-02-28",코미디,,,,
sketch comedy,variety show,,,,,,,,,376,https://image.tmdb.org/t/p/original/kopUYTlUWKdAulL2vRjnVEOWKY2.jpg,The Amanda Show,"1999-10-16",코미디,Kids,,,
,,,,,,,,,,377,https://image.tmdb.org/t/p/original/pWAhmZBlAqolsRJOMY0uh4noG4S.jpg,So Haunt Me,"1992-02-23",코미디,,,,
,,,,,,,,,,378,https://image.tmdb.org/t/p/original/1DSqGi7J0aCiGARpiWgbphL7vzq.jpg,Come Back Mrs. Noah,"1977-12-13",코미디,,,,
satire,sketch comedy,,,,,,,,,380,https://image.tmdb.org/t/p/original/ty4FDYzUydInUnxzExv2G6nuC4h.jpg,Little Britain,"2003-09-16",코미디,,,,
,,,,,,,,,,382,https://image.tmdb.org/t/p/original/2oZqBvuVPTOrRkSCCLBpPnzSmwA.jpg,Under One Roof,"1997-01-01",코미디,,,,
,,,,,,,,,,385,https://image.tmdb.org/t/p/original/nGupikkb35m8e6RjrtxEcZlgtd7.jpg,Maury,"1991-09-09",Talk,,,,
home improvement,,,,,,,,,,389,https://image.tmdb.org/t/p/originalnull,Changing Rooms,"1996-09-04",가족,Reality,,,
high school,small town,american football,american football coach,arkansas,high school sports,sitcom,,,,390,https://image.tmdb.org/t/p/original/vP1x5kDi7QDbzEsk0lee6d4OkbS.jpg,Evening Shade,"1990-09-21",코미디,,,,
,,,,,,,,,,392,https://image.tmdb.org/t/p/originalnull,Webdreams,"2005-09-24",다큐멘터리,,,,
,,,,,,,,,,394,https://image.tmdb.org/t/p/original/meyHC4kxWaMSphrk1FkcgVPPVq9.jpg,Animal Cops: Detroit,"2002-05-13",다큐멘터리,,,,
"washington dc, usa",police,police detective,,,,,,,,396,https://image.tmdb.org/t/p/original/hnd8bGqWZhtEdCwDf5YXdIDaJei.jpg,The District,"2000-10-07",드라마,,,,
farm,cousin cousin relationship,,,,,,,,,397,https://image.tmdb.org/t/p/original/86Q2ocF025veIbmomJ53zsGqQ7Q.jpg,The Dukes of Hazzard,"1979-01-26",Action & Adventure,드라마,코미디,,
future,post-apocalyptic future,cryogenics,,,,,,,,398,https://image.tmdb.org/t/p/original/mUoU7HaG7fjyOcwJvLJIPuh1jk.jpg,The Last Train,"1999-04-07",드라마,,,,
sports,,,,,,,,,,399,https://image.tmdb.org/t/p/original/eGJPC5WBy18kMo28Rky3fe1FBjs.jpg,Soccer AM,"1995-08-12",코미디,Talk,,,
"los angeles, california",prosecutor,good deed,criminal law,,,,,,,400,https://image.tmdb.org/t/p/original/um1pU14K6ox4VRznnqB0F4c8Oe6.jpg,Shark,"2006-09-21",드라마,미스터리,범죄,,
,,,,,,,,,,401,https://image.tmdb.org/t/p/originalnull,Airport,"1996-05-02",다큐멘터리,,,,
"chicago, illinois",middle class,parenthood,family,sitcom,,,,,,402,https://image.tmdb.org/t/p/original/iMZNlCtkdJx9q0Z04thVwSQ6Y9t.jpg,Still Standing,"2002-09-30",코미디,,,,
england,dark comedy,teenage crush,lgbt,teen drama,,,,,,407,https://image.tmdb.org/t/p/original/YEW7UwhDpVo6N1tpNHGmC9ZjNO.jpg,Sugar Rush,"2005-06-07",드라마,코미디,,,
monster,superhero,giant monster,pirate gang,mecha,giant robot,pirate,superhero team,kaiju,space pirate,410,https://image.tmdb.org/t/p/original/k4akv3Eu90mR0E0WP6TlAzQBPym.jpg,성수전대 긴가맨,"1998-02-22",Sci-Fi & Fantasy,Action & Adventure,,,
android,mad scientist,robot,,,,,,,,411,https://image.tmdb.org/t/p/original/rseAYsyWtvwXGQSF02wJrXgFgcK.jpg,Beyond Westworld,"1980-03-05",Sci-Fi & Fantasy,미스터리,범죄,Action & Adventure,
world record,,,,,,,,,,414,https://image.tmdb.org/t/p/originalnull,Call to Greatness,"2006-04-03",Reality,코미디,,,
group of friends,class reunion,sitcom,,,,,,,,417,https://image.tmdb.org/t/p/original/9OkGxfZ5H20rO6ph1kW2kxt59BD.jpg,The Class,"2006-09-18",코미디,,,,
,,,,,,,,,,419,https://image.tmdb.org/t/p/originalnull,World Shut Your Mouth,"2005-01-07",코미디,,,,
friendship,northern england,marriage,middle class,sequel,friends,working class,sitcom,,,420,https://image.tmdb.org/t/p/original/8e3GSxzWcs3GfcqAPuaMBygQYFY.jpg,Whatever Happened to the Likely Lads?,"1973-01-09",코미디,,,,
supernatural,time travel,alien,paranormal investigation,spin off,,,,,,424,https://image.tmdb.org/t/p/original/xuKTw7LuluCoe3GyOie5XV1yZ4X.jpg,토치우드,"2006-10-22",Sci-Fi & Fantasy,Action & Adventure,드라마,,
army,entertainer,asia,world war ii,india,military,sitcom,"1940s",period sitcom,indian,425,https://image.tmdb.org/t/p/original/4VGXChqk3PLFpua4GCNVrJwvFd4.jpg,It Ain't Half Hot Mum,"1974-01-03",코미디,War & Politics,,,
sitcom,workplace comedy,,,,,,,,,428,https://image.tmdb.org/t/p/original/1zecxYJyYAgM03w6skRb1p7SOHo.jpg,Arnie,"1970-09-19",코미디,,,,
canada,gas station,sitcom,saskatchewan,workplace comedy,roadside cafe,filling station,roadside diner,,,429,https://image.tmdb.org/t/p/original/2auwYcyedZ9GwrwRcVMijIPMO0T.jpg,Corner Gas,"2004-01-22",코미디,,,,
sports,"baltimore, usa",wealthy,single father,sitcom,sportscaster,,,,,431,https://image.tmdb.org/t/p/original/wrPeock4PW1VV2bw8k1TuGet8hX.jpg,One on One,"2001-09-03",코미디,,,,
cyborg,time travel,dysfunctional family,flash forward,robot,based on movie,evil robot,,,,433,https://image.tmdb.org/t/p/original/vkMRWrVrNeX42ruRV5Q15mlBACG.jpg,터미네이터: 사라 코너 연대기,"2008-01-13",Sci-Fi & Fantasy,드라마,Action & Adventure,,
scotland,"glasgow, scotland",pensioners,bookies,craiglang,,,,,,436,https://image.tmdb.org/t/p/original/b5O5zTFlaiwXb8FrqqTA0sihJPO.jpg,Still Game,"2002-09-06",코미디,,,,
butler,neighbor feud,,,,,,,,,437,https://image.tmdb.org/t/p/original/vcEBQK5HgkWShxIluKt00nZKfA3.jpg,Mr. Belvedere,"1985-03-15",코미디,,,,
summer camp,,,,,,,,,,440,https://image.tmdb.org/t/p/original/1t7ZVQPoczVPL7Xd3KBk4GZgwma.jpg,Salute Your Shorts,"1991-07-04",코미디,드라마,,,
paranormal investigation,,,,,,,,,,443,https://image.tmdb.org/t/p/original/yTJAKibxeynINA61p00oBsfc2mq.jpg,Ghost Hunters,"2004-10-06",Sci-Fi & Fantasy,Reality,,,
,,,,,,,,,,444,https://image.tmdb.org/t/p/original/tpnE18Wn13lwIlhJQqWzyjCtEBI.jpg,The Evidence,"2006-03-22",드라마,,,,
world war ii,miniseries,period drama,,,,,,,,450,https://image.tmdb.org/t/p/original/g47UV12d7sPUxkSF1ARrsYDJhta.jpg,Island at War,"2004-07-11",드라마,War & Politics,,,
spacecraft,based on children's book,,,,,,,,,451,https://image.tmdb.org/t/p/original/71V9CD1HN34xnJjlxxir0IoSWH4.jpg,Aquila,"1997-12-02",가족,,,,
competition,behind the scenes,doctor who,,,,,,,,454,https://image.tmdb.org/t/p/original/l9QRZphKBrpEmL8HPg0Y946DMN8.jpg,Totally Doctor Who,"2006-04-13",가족,Sci-Fi & Fantasy,Kids,다큐멘터리,
countryside,puppet,interracial friendship,toy comes to life,,,,,,,461,https://image.tmdb.org/t/p/original/7nIkN6pdlMgu9zbyOuZ3GIqtVQv.jpg,Tots TV,"1993-01-04",코미디,Kids,,,
paranormal investigation,,,,,,,,,,462,https://image.tmdb.org/t/p/original/x5GYZMx8QM5y5ca6EdUIsCpyRJm.jpg,Most Haunted,"2002-05-25",다큐멘터리,미스터리,,,
,,,,,,,,,,463,https://image.tmdb.org/t/p/originalnull,Texas Ranch House,"2006-05-01",Reality,,,,
"baltimore, usa",co-workers relationship,barbershop,,,,,,,,466,https://image.tmdb.org/t/p/original/aJqQilpHvJy8CQFsJbpkdBeqA27.jpg,Cuts,"2005-02-14",코미디,,,,
musical,romance,,,,,,,,,473,https://image.tmdb.org/t/p/original/iit8yrsK9arR652LBrJX4jhIaYs.jpg,Kapmanerang Kuba,"2005-06-06",Sci-Fi & Fantasy,드라마,,,
police,"san francisco, california",police detective,photographic memory,,,,,,,474,https://image.tmdb.org/t/p/original/hJeHSCFoxWN2Pt2lg56CKOi9g87.jpg,Nash Bridges,"1996-03-29",Action & Adventure,드라마,,,
strong woman,undercover,spy,secret agent,intelligence agency,secret government organization,female spy,ex-con,,,476,https://image.tmdb.org/t/p/original/m5jLMLqMhFOq4zLr9bvEgPOaSzB.jpg,She Spies,"2002-07-20",Action & Adventure,코미디,,,
,,,,,,,,,,477,https://image.tmdb.org/t/p/original/fAVhX85QmROHrEShHf68ZrJM850.jpg,Saturday Night's Main Event,"1985-05-11",드라마,가족,,,
"los angeles, california",newspaper office,,,,,,,,,480,https://image.tmdb.org/t/p/original/m03ZVjhCnkS6KakipWjQ9xGtS65.jpg,Lou Grant,"1977-09-20",코미디,드라마,,,
challenge,celebrity,darts,,,,,,,,482,https://image.tmdb.org/t/p/originalnull,Showbiz Darts,"2006-10-02",Reality,,,,
detective,amateur detective,writer,elderly,mystery writer,criminal consultant,,,,,484,https://image.tmdb.org/t/p/original/f5EErOqyT6wY6GomSej4Io5HR4P.jpg,제시카의 추리극장,"1984-09-30",미스터리,범죄,드라마,,
australia,police,rescue team,,,,,,,,485,https://image.tmdb.org/t/p/original/191mvmC214GbGJjCn63Aw1QEdQ2.jpg,Police Rescue,"1991-02-14",Action & Adventure,드라마,,,
,,,,,,,,,,489,https://image.tmdb.org/t/p/original/vpvnM8ep6jGUt9rcfcDiGor2G5W.jpg,Talkshow with Spike Feresten,"2006-09-16",코미디,Talk,,,
,,,,,,,,,,491,https://image.tmdb.org/t/p/original/lnvD9ukRGFsyI016H17MohctLYE.jpg,Cop Shop,"1977-11-28",드라마,,,,
period drama,master servant relationship,social change,,,,,,,,492,https://image.tmdb.org/t/p/original/vptpN27HqU7kwIfPE1E07ffnK9n.jpg,"Upstairs, Downstairs","1971-10-10",드라마,,,,
restaurant,single mother,sitcom,workplace comedy,,,,,,,494,https://image.tmdb.org/t/p/original/iEEtQs1mPz3kvvaEFR7HVnME9Or.jpg,Alice,"1976-08-31",코미디,,,,
conservatism,us republican party,family,democrat,sexual liberation,sitcom,"1980s",liberalism,,,496,https://image.tmdb.org/t/p/original/3JVBzBToscU4uCyA67piI1RNarz.jpg,Family Ties,"1982-09-22",코미디,,,,
rock 'n' roll,army,dream,england,office,surreal,sexual humor,neighbor,pianist,period drama,497,https://image.tmdb.org/t/p/original/87bxyjSx1DZPicwEYzEIoAdLVSR.jpg,Lipstick on Your Collar,"1993-02-21",코미디,드라마,War & Politics,,
late-night show,,,,,,,,,,498,https://image.tmdb.org/t/p/originalnull,Late Show with David Letterman,"1993-08-30",Talk,코미디,,,
rock star,family,,,,,,,,,499,https://image.tmdb.org/t/p/original/fxQInFCs47BaNPPRWQqqgZ2qVBk.jpg,The Osbournes,"2002-03-05",Reality,코미디,,,
new york city,husband wife relationship,marriage,just married,newlywed,sitcom,,,,,500,https://image.tmdb.org/t/p/original/vvnslQjc1LnERuroGVh8bPdBi2r.jpg,Mad About You,"1992-09-23",코미디,,,,
space opera,cybernetic,,,,,,,,,501,https://image.tmdb.org/t/p/original/27jl4H9PauenZlmVBbOO1pr1lGf.jpg,Battlestar Galactica,"1978-09-17",Sci-Fi & Fantasy,드라마,,,
puppet,educational,,,,,,,,,502,https://image.tmdb.org/t/p/originalnull,새서미 스트리트,"1969-11-10",Kids,코미디,,,
video game,,,,,,,,,,506,https://image.tmdb.org/t/p/original/tQJtQnRlUKU1KEnM5LiwVmq9NRS.jpg,Ace Lightning,"2002-09-02",코미디,,,,
,,,,,,,,,,507,https://image.tmdb.org/t/p/original/4yD3s2z73gb64fJzkHGWWzvZT5z.jpg,How Do You Want Me?,"1998-02-24",코미디,,,,
california,police,"los angeles, california",motorcycle,buddy cop,highway patrol,motorcycle cop,,,,509,https://image.tmdb.org/t/p/original/obrPwSPS0q9zK5e7xwlVGlAmWSg.jpg,CHiPs,"1977-09-15",드라마,Action & Adventure,,,
aspiring singer,,,,,,,,,,510,https://image.tmdb.org/t/p/original/skrpPHbRjmkU6kBUSxAyNeI9jlN.jpg,Totally Frank,"2005-09-25",드라마,코미디,,,
rescue,new york city,police,police officer,paramedic,nypd,firefighter,,,,512,https://image.tmdb.org/t/p/original/rWQmgNLdyZGIL6Xuo9ImL0Kh6wt.jpg,Third Watch,"1999-09-23",드라마,,,,
australia,miniseries,catholic church,"1960s",,,,,,,514,https://image.tmdb.org/t/p/original/43bj42PrlG1QQPodwCtw8lnvGCp.jpg,Brides of Christ,"1991-09-04",드라마,,,,
,,,,,,,,,,515,https://image.tmdb.org/t/p/originalnull,Ryan's Hope,"1975-07-07",드라마,,,,
mixed martial arts,professional sports,sports show,,,,,,,,517,https://image.tmdb.org/t/p/originalnull,The Ultimate Fighter,"2005-01-17",Reality,,,,
,,,,,,,,,,518,https://image.tmdb.org/t/p/original/71bZ8qGxCeCwPXjdAJQTyerjYe6.jpg,VR Troopers,"1994-09-03",Action & Adventure,Sci-Fi & Fantasy,Kids,,
talk show,,,,,,,,,,519,https://image.tmdb.org/t/p/original/bjBePP4oQdyVWzsVp168WsoiRDm.jpg,Larry King Live,"1985-06-03",Talk,News,,,
